record_id,customer_id,loan_id,banker_id,transaction_date
30,30,b99732b3-d253-454a-85e0-f11ae84337d8,90-4961678,27-08-2022
31,31,a4f950f5-87f2-4ecc-a63f-09d67c4a54c4,44-0876203,05-08-2022
32,32,ee93eea2-f89a-48a9-84e7-3dee7680e073,03-4841081,05-08-2022
33,33,91555011-a91d-48e6-9ef7-4c33f1190820,01-3699155,26-08-2022
34,34,1509a9f9-9b01-497b-9d43-8070954c6c66,15-2887598,16-08-2022
35,35,4e118d8b-3493-4845-8a19-eb196f06f8c2,97-1039271,10-08-2022
36,36,d9854864-b1d8-4851-9560-70bb5f3378b4,56-5369339,06-08-2022
37,37,279d529d-df11-4dad-a9fd-f1b86ba7b7da,91-2862010,16-08-2022
38,38,75c55995-5ee8-414a-8c11-a1cc3d764d2a,27-0541817,01-08-2022
39,39,1b680faf-c9bf-4552-8b8f-9324d9b72fe5,53-8502036,09-08-2022
40,40,c926df02-b049-4519-868c-a896e79bb5d6,29-9068665,12-08-2022
41,41,1768eb62-bfec-4516-8d1b-34976c7ab309,70-6336105,28-08-2022
42,42,02445705-b55e-4707-9560-5928140cf514,42-8495764,22-08-2022
43,43,af9a18e7-2b3b-406e-b766-02508f403b85,23-5634583,11-08-2022
44,44,b877715d-ab6f-4ff4-9918-c1513ba1eba5,46-8326323,13-08-2022
45,45,d3bb1698-7368-4947-a915-14227d0ab319,35-2744676,22-08-2022
46,46,48e4da21-326d-4545-8615-c1d342fc267f,12-5402940,13-08-2022
47,47,fc39291f-8972-42ad-80cc-37a7b7ee3653,21-6557645,14-08-2022
48,48,da1e5e3e-d4e6-4efb-b1f0-6d24b0e3947d,86-9370716,20-08-2022
49,49,e5711d77-1912-4d66-8db1-9dcf6315a0a9,03-9598462,16-08-2022
50,50,c3dd6a54-88fa-4de6-99ce-10c927f8f5d4,79-2670881,17-08-2022
51,51,41784c17-be2d-4a20-90c0-81bac40fd819,21-6557645,06-08-2022
52,52,9320fe3b-7634-4fef-a39f-17e47fdb7255,42-7286348,03-08-2022
53,53,b6aa7f58-2d97-479f-84ad-67870232db67,84-8783169,02-08-2022
54,54,044dcddf-09aa-4e2d-9f48-01da842d25df,96-2477756,08-08-2022
55,55,a177748a-bbf3-4cd6-bc66-255dab716105,91-8454719,03-08-2022
56,56,f3f86ef0-e73a-4200-940a-acd8ab19e040,43-9958344,20-08-2022
57,57,721f2f16-cd28-4225-92d1-543ae15a4025,90-0814705,18-08-2022
58,58,1195f696-995f-4ac3-865c-47f4d65c3780,76-5546372,19-08-2022
59,59,7202d0af-58bf-4abc-90ff-a4e3ef1f5abe,73-2654558,25-08-2022
60,60,953dfd78-2a18-4e22-a102-31dc8e282af4,62-4829318,11-08-2022
61,61,2a697208-cae5-4310-b2f0-c3e417d5d2ef,03-5081613,11-08-2022
62,62,f17d1686-520d-456d-ad47-95eefce79592,83-1977189,17-08-2022
63,63,6964e464-f92f-4816-bed8-75386b8bc0d9,27-0541817,28-08-2022
64,64,bcea8d64-f05d-48b1-b9ba-347e795c8b45,17-8676655,03-08-2022
65,65,8dbf0fb0-c074-4748-95ad-f4b01543b50d,61-1054895,20-08-2022
66,66,d750a9a1-5f41-449b-ac8a-bcba52f19474,23-2470101,15-08-2022
67,67,21875ea4-8b54-48b5-a980-19f6204f468e,33-2283829,03-08-2022
68,68,ec9ea685-c228-4900-b726-9eeb9baefebf,32-6476646,02-08-2022
69,69,9a27c8c5-7bcf-4255-a9f0-36445fe94572,78-2049276,02-08-2022
70,70,4a83462c-5fc1-408e-8457-0644f0d99f08,60-6798691,09-08-2022
71,71,015ed4d3-82f7-4b56-8e2c-549654a7e7c2,56-0202232,20-08-2022
72,72,3460c79f-3f06-42d6-b81c-bdad2b88c4aa,53-8502036,22-08-2022
73,73,a4fbf480-0ad0-4202-a7d3-15c887ccbae8,42-3488693,21-08-2022
74,74,669111e4-df44-4b69-a0dc-760468e1d152,86-9370716,04-08-2022
75,75,fe5fd471-40e4-4ad9-8146-0cff1fc9f7bc,32-5280707,15-08-2022
76,76,1b675afa-911c-4efc-a794-7fa60997caaf,08-1124646,28-08-2022
77,77,3e55f867-952f-402f-8796-8b73428fd42f,53-8547859,26-08-2022
78,78,0039697a-64e8-4c30-9918-0ac3510cb615,37-6739425,20-08-2022
79,79,4b918624-1801-4b3f-8c3c-fe8274a17ef7,18-5565639,02-08-2022
80,80,cc1bba0d-fc2e-48ff-a147-fd6bddbd240c,10-7988777,06-08-2022
81,81,10e99e66-cbe2-4953-8cba-8c16b2eef927,76-5949923,29-08-2022
82,82,dbbb2b03-db19-4168-ab4b-3cce451d894b,61-6711847,23-08-2022
83,83,1ad8a766-4050-4b1e-ade3-07c680fbb2b9,11-9295346,10-08-2022
84,84,bfc77262-4b0f-46a9-9be9-c22b95cd0ea9,59-0965845,01-08-2022
85,85,cf8f2013-58dc-4016-b044-4b510886b32e,35-4164936,07-08-2022
86,86,b1ffc637-fdae-46c1-862b-7395baf98728,93-8757266,13-08-2022
87,87,8ee3dd95-129e-4c3f-84e5-635e7133f918,82-5305051,11-08-2022
88,88,96d4e796-2cd6-4060-a2da-283c6646d3bd,34-3158464,25-08-2022
89,89,6ab716ab-d7d5-4e46-b0b5-d2d783827665,53-6456036,06-08-2022
90,90,4ccd77ff-07d6-40f3-8001-38f0472dfe77,37-5234485,20-08-2022
91,91,8e0119e7-3bce-420c-84a2-5b1854ce586c,86-6798797,17-08-2022
92,92,0417babf-84cf-41f1-94cd-b71a1d657235,85-0896789,14-08-2022
93,93,99e7dcb5-755f-4291-90cb-49e868296ef7,74-2503637,18-08-2022
94,94,760189b9-0e68-4ced-98be-cc8dde5ce7e5,94-4238145,28-08-2022
95,95,a21877dd-f598-49ad-a39a-1c283891416d,69-3766552,29-08-2022
96,96,da4bafe3-4e63-4b00-b0b9-b231f4c34688,12-5402940,03-08-2022
97,97,cf922fa5-9112-4a15-9eb7-6d17b4c8785b,59-6136985,10-08-2022
98,98,ef5fe61e-572d-4918-be5c-b9488cfac309,43-5135560,13-08-2022
99,99,37761168-0947-48e0-8c42-e6f00376b6ad,46-8326323,14-08-2022
100,100,fbe2e133-d318-46f0-ad52-004a0eec4d36,78-5780674,20-08-2022
101,101,e968d2b6-e9fc-4ea3-8990-c2ddb302251d,88-8499997,23-08-2022
102,102,3f0e7fde-28aa-4504-9a49-50d7d492acb4,15-2887598,06-08-2022
103,103,b5d62210-ed2b-4b61-aae8-8db4eaf3bd51,18-5565639,24-08-2022
104,104,7f9dbd20-57a8-46bb-bc2b-28143fcc17f1,15-3605472,28-08-2022
105,105,fa421bfb-a77a-4693-84ed-160a4cfb4bfa,32-5280707,01-08-2022
106,106,f618415e-4808-4f5d-b4e6-10a6bb9778d9,34-5753275,08-08-2022
107,107,3f7880c8-2c44-4841-8d79-7be4b8f1c9a6,67-6285961,26-08-2022
108,108,121ab6ee-287a-4d18-b926-0a7e11504fc4,32-6901998,14-08-2022
109,109,8bc69fe6-ecc1-47dc-bc88-0edb5aebc91f,35-9973556,07-08-2022
110,110,95dc71a4-972e-4bf7-b1db-3e2906b4deeb,34-3158464,04-08-2022
111,111,ef9aee64-fa3a-475b-9fb3-4fc83fd5d6ea,17-5960538,05-08-2022
112,112,e6fc4f21-9a00-4c1b-ba81-8b7be4e4a3e9,66-8087214,28-08-2022
113,113,423bf1b6-d63d-45d8-b9e1-de389e6e64c7,42-1549766,15-08-2022
114,114,cefc99a8-d874-49e4-814d-25fb8dd13967,19-4765034,11-08-2022
115,115,afc86f11-523a-44af-8780-e3302254dc59,43-5135560,16-08-2022
116,116,6b0cb29c-08ba-48d9-abef-9555ee92daa1,56-3253104,18-08-2022
117,117,f66cd9ae-bea2-4e3b-bafd-3d1ab61b417f,29-7219353,19-08-2022
118,118,b7f33dfd-6105-4823-ab3a-755078ed5b15,62-4829318,30-08-2022
119,119,3b98b7d8-b3f7-4a31-ab46-9f76e38bcdaf,44-8539248,03-08-2022
120,120,446fe4b7-46c9-47dd-b657-322c2ec2e67b,58-0520880,03-08-2022
121,121,1476620e-cab8-4757-ac75-53e5735ed8fe,17-8676655,16-08-2022
122,122,f73afb1a-926e-4298-b80d-62514f7fd973,61-6711847,20-08-2022
123,123,4f7757ab-99b0-439f-9b23-5be7f2cd409a,91-8454719,08-08-2022
124,124,2290f704-52a2-48c1-b2fe-53bf785d6ac2,61-1054895,08-08-2022
125,125,c913f6e0-c053-463b-8716-965cc418f39c,10-7988777,11-08-2022
126,126,d851e4d0-25ee-4216-9c0b-c110d8e6087b,74-2503637,09-08-2022
127,127,44c53866-10f7-4baa-bec7-e57b02e38487,07-1695795,12-08-2022
128,128,43f0a9e3-3939-4544-9dd1-1ae8d958b3f0,03-5081613,04-08-2022
129,129,3703825b-2649-4e2c-bc09-0196f0db66e2,60-6798691,22-08-2022
130,130,a1f2866a-ffc2-4570-946b-910789dbc0cb,91-2862010,02-08-2022
131,131,2936f286-698e-417c-8fcf-65751354a0d0,97-1039271,01-08-2022
132,132,1e592585-125c-497f-9024-387389cd4979,42-6128401,14-08-2022
133,133,3213ede2-c6a3-4ed0-b547-ff06dcb66e2f,68-9247614,19-08-2022
134,134,dd530691-a18d-40f8-8bb5-a535e3011cfb,94-4238145,19-08-2022
135,135,c4f858b2-f8fb-49f3-a37e-e9898dffccb4,11-9295346,16-08-2022
136,136,dc1324ac-e536-4212-905a-2b41c27d9df2,95-3256521,12-08-2022
137,137,21da5e4b-9787-41d7-bc6a-a090c44af2fc,93-2794896,06-08-2022
138,138,38937d6f-b048-47fa-b70c-a51215a74b0d,90-0814705,12-08-2022
139,139,c1cd6d95-1b1f-40cf-b6e4-c5f59d1a68d8,28-6107702,08-08-2022
140,140,e8471f03-5a44-4345-9bdf-74be4ea33483,16-8049656,17-08-2022
141,141,a420f24b-d951-461c-9425-cf2e8c86d81b,67-0102426,30-08-2022
142,142,421ebedc-c54c-4913-b4f9-794b3d0c00c3,08-0795961,14-08-2022
143,143,ab4aec48-bc6e-456b-8e9a-39e0db109397,59-0965845,17-08-2022
144,144,85c0b23e-76b1-47ab-996d-50f35d5cbb89,96-4949608,06-08-2022
145,145,3f64ffa4-eacb-4d13-97eb-ca786b41f746,57-9271668,12-08-2022
146,146,33686d8a-9b03-4ff2-a4af-f1a2582ba0ac,03-9598462,20-08-2022
147,147,cd13b602-d453-4f0f-8463-3b87df181bb8,79-0918535,03-08-2022
148,148,b1a13399-0b4d-4c6c-84a0-9fb956417019,73-2654558,14-08-2022
149,149,96646b9f-8a4c-44b6-bb7d-6c0098b84293,79-2670881,08-08-2022
150,150,06864e3b-ec83-4cb6-8541-7cae7b17b09b,41-2069333,21-08-2022
151,151,bfebbe2d-42e1-432b-91cd-c1a114200e25,19-0370733,06-08-2022
152,152,f6a5eda9-93af-4e71-8158-8c2e11322bcc,82-9295259,09-08-2022
153,153,957a0890-7c7c-4c8e-b74e-66a31afcd716,01-3699155,16-08-2022
154,154,ad3ff143-97e5-4c30-af3e-f821b7a42adb,86-5248690,25-08-2022
155,155,a6835c02-96c8-4246-b49d-522a53b02869,55-5734855,17-08-2022
156,156,e2d11261-258a-4151-bfc0-e0fe460b957b,94-4238145,06-08-2022
157,157,94347d5a-0261-4709-aeb5-6e861a164dfb,08-0795961,03-08-2022
158,158,42fb92c7-ce42-4d5e-b78f-46dda44e9071,56-6551806,08-08-2022
159,159,afab6afd-b4d5-43ea-a228-782a88f1e37c,96-2477756,12-08-2022
160,160,12cd6bb0-98a0-4d58-bf2d-f0ba0eb3a8bd,93-2794896,20-08-2022
161,161,42cfe89d-2752-4b38-a5cc-76cd2d5fcd7a,86-6798797,24-08-2022
162,162,174648de-aaf5-4f24-8988-198315e591e0,79-2670881,07-08-2022
163,163,e5c3756d-80e6-46eb-9439-20d973a37e3a,90-4961678,18-08-2022
164,164,735853b4-7e11-4902-9b11-624277b51dea,03-2641281,14-08-2022
165,165,c2fe13b1-9b73-4b7f-9a0e-e5411660403a,15-2887598,04-08-2022
166,166,b2d55a58-287d-4f4a-a0c7-3234f3883536,10-7988777,06-08-2022
167,167,1baec11b-0dce-4e29-93ee-7cf914408fb3,57-4015376,27-08-2022
168,168,cb092520-e237-4513-9554-92faa86a998d,26-7892906,17-08-2022
169,169,11b6633c-c3fa-4a65-a73c-caf74b5d717b,35-3245602,12-08-2022
170,170,e4d8bc3e-5a90-4b34-b98b-854c3c57381b,32-6476646,17-08-2022
171,171,db5f7020-d40b-420d-bed6-d6b8e818ce59,58-0520880,25-08-2022
172,172,8176d4e3-714d-4fb9-8c20-7a2d67a57f58,60-8811537,03-08-2022
173,173,63da6e26-c1dd-4e7e-8f7b-358c82e857db,83-7790252,03-08-2022
174,174,a7cb98dc-dc19-42cc-b3c5-757a05658978,78-5780674,03-08-2022
175,175,7ec9d803-eb50-4206-a9f8-9419b94d2ab0,18-5565639,12-08-2022
176,176,c35d3e1e-be7f-4fb7-b4ae-d26f508d8e7e,86-9370716,25-08-2022
177,177,1963af90-50d5-409b-bd5e-1156487c9e46,71-6009953,11-08-2022
178,178,464c90fe-471a-42c5-abd7-e587ef321580,35-4164936,17-08-2022
179,179,80f0d770-8ae9-4d12-9aa3-522850667507,44-0876203,28-08-2022
180,180,74ec38e3-2ab0-425f-9a22-abd131441faa,98-2464295,19-08-2022
181,181,9409cc11-1fd4-4fc7-bb26-139c49aae939,66-8087214,09-08-2022
182,182,3ed326e4-f01b-41f4-b045-2efa0efe0b04,68-9247614,28-08-2022
183,183,8cf746ff-531d-4773-94f0-42ae0b312f64,67-0102426,12-08-2022
184,184,69cbf3aa-8082-40eb-b801-17c49db52afc,42-3488693,02-08-2022
185,185,e65e60f2-070b-4425-bbd0-c14d30b778a3,71-7187040,22-08-2022
186,186,7d877415-8ecf-4597-9bb5-b0fc7d5cd3d8,03-9598462,30-08-2022
187,187,88efcc8a-cdf9-404e-a942-f0ece5c9a00a,41-6778673,22-08-2022
188,188,8cd45c2d-11e2-43e9-8189-b664b09cacf7,60-6798691,26-08-2022
189,189,7ce1f85e-2077-4aff-a803-ae37f26e1f29,29-9068665,03-08-2022
190,190,c3776636-6c61-482a-947b-75271c925dc8,29-7219353,21-08-2022
191,191,1128a8a9-d5f3-444d-a5e1-ef0ec8afc5b8,72-2457720,05-08-2022
192,192,39569c09-bf86-4a6c-8ed1-bc88aa977879,82-5305051,21-08-2022
193,193,8e1d9038-473e-4df1-8b16-df71bc1bb03e,41-6180351,08-08-2022
194,194,6116d4bf-c9ab-44b1-8042-817192a390e1,34-5753275,11-08-2022
195,195,f0dac2c6-ce06-41b9-8b06-04b0017e4719,56-5369339,10-08-2022
196,196,6480186c-f70f-4dbd-b6a0-b6c7bac12fb5,74-6192526,28-08-2022
197,197,dae66629-020a-4ab3-83c2-f95341b5705d,69-3766552,28-08-2022
198,198,793cc275-e819-429e-824a-ef7710299f49,32-6901998,06-08-2022
199,199,3c0eedae-7d89-4d4b-8687-cf55f2442ab9,28-6107702,09-08-2022
200,200,7b6cb6d6-3f3f-441f-96e3-cd9eef4851f1,11-9295346,11-08-2022
201,201,4e78af9d-6ad9-4eff-ac34-c53925214a87,59-0965845,14-08-2022
202,202,ec38c09a-abc4-4eeb-b956-931d43dca6fa,44-8539248,29-08-2022
203,203,e6af94b2-7268-421e-865f-01fa76b27e81,64-5762691,16-08-2022
204,204,05438237-79ab-4c60-99db-5e4e611c3e1b,98-2464295,23-08-2022
205,205,d27084cd-9f6e-4e45-9f01-f9c0345a1839,56-3253104,10-08-2022
206,206,f2a6540b-0b9d-4df3-8705-4b3c2d78a817,28-6107702,28-08-2022
207,207,6be2b38e-e485-44dd-84fe-c6b8d0d87efc,29-7219353,11-08-2022
208,208,3ff658e9-d882-4509-9047-b700298bc1a4,58-0520880,05-08-2022
209,209,49ebea1a-032e-495a-aed9-72ca9a6db600,35-2744676,25-08-2022
210,210,dd977b9e-9b98-4bc4-83ff-c8048921ddf7,57-9271668,14-08-2022
211,211,438e2829-e62b-43c2-8462-e3615b78d1d5,76-9414112,12-08-2022
212,212,55a258b8-5549-4982-9930-045ce1e0993b,27-0541817,09-08-2022
213,213,f516792a-c81f-40ec-8265-dec00199744f,42-7286348,17-08-2022
214,214,043a4dab-6654-4a1d-91c4-da622ecef2e8,82-9295259,09-08-2022
215,215,6c29c124-f421-4189-9aa2-472147563e9d,25-5268119,26-08-2022
216,216,f3f8f82c-e0e6-4f73-84f5-4fe5bf033e6f,91-6838638,19-08-2022
217,217,e21166a1-9603-4a91-8351-89ec2f01ad41,70-6336105,10-08-2022
218,218,64647b2b-f53d-4583-9e21-e7b2adfeab6e,86-6798797,11-08-2022
219,219,cd5b3be1-656f-4c8d-8267-0e183624c784,61-6711847,10-08-2022
220,220,f0d6f22a-cbde-480f-b8ad-4a7f38705133,84-0102772,19-08-2022
221,221,68554c7d-7bbf-4735-a2ca-ba1b140d01fe,37-6739425,12-08-2022
222,222,3ef4e3db-a0ec-45e4-95bd-829cdcbd8d45,55-5734855,10-08-2022
223,223,ff669b95-5f35-4323-9074-2a05e19d0e6b,53-8547859,15-08-2022
224,224,63f5fcf8-f9ea-457e-8e07-6cc273d85953,32-6476646,08-08-2022
225,225,5b6eedfb-8322-4268-a4ff-2ddfdbeaeaf7,67-0102426,09-08-2022
226,226,8020cde9-88c3-4ce3-b105-40c068c4fe1c,79-2670881,08-08-2022
227,227,9e781f1a-2903-4c8a-9330-ff00f223f365,18-5565639,17-08-2022
228,228,64408b4f-ccaf-4ec4-a61f-8326defefcf0,03-5801967,07-08-2022
229,229,fc3dff67-52d6-415d-94f7-2c57c526b773,82-6308176,25-08-2022
230,230,a182f80c-4ad0-45f0-83ed-4048b6cbd47d,94-4238145,08-08-2022
231,231,d1ddd418-1bdc-4114-bded-bfa3c326d249,03-2641281,04-08-2022
232,232,5f9fadee-a477-4eaf-8f33-9cb29916eb4c,86-5248690,08-08-2022
233,233,37662763-9c18-466a-a76b-63b7ff5006aa,71-7187040,08-08-2022
234,234,bb9361f0-d86f-4edc-9bf4-ef44f7ac2218,43-9958344,28-08-2022
235,235,2cfd52e0-2bb4-4ea5-be83-b08d306cc4b7,03-4841081,22-08-2022
236,236,66189958-2c45-4485-ac72-02e308ec9e0d,56-7724868,30-08-2022
237,237,4b22bbed-96d8-418f-85fc-0d504345d16c,29-5277223,02-08-2022
238,238,9a352caf-97f2-43dc-9493-c2c8c70b87b1,35-3245602,06-08-2022
239,239,0bb5b80f-b91d-45bd-b0b1-9fe5683633f9,82-5305051,14-08-2022
240,240,e8ed4b6b-ea40-41c8-b152-b0bf360beef5,17-8676655,29-08-2022
241,241,29adeea1-77e1-4fe1-a98d-3fc31cdbd1b4,95-3256521,04-08-2022
242,242,668450ba-47b5-49a1-8333-a2f92392d28d,91-2862010,03-08-2022
243,243,8e84f926-1e6e-4ef4-9521-804fca3f1946,04-0288086,29-08-2022
244,244,6b17c7d0-d018-4d9a-8330-bb9f58146828,32-6901998,24-08-2022
245,245,272ba84b-4e85-4170-9911-b8a510403186,83-1977189,28-08-2022
246,246,d75214f5-ba68-4bf7-b895-ec3268974845,23-5634583,24-08-2022
247,247,256d0673-75d9-4a2e-956d-945928dd16d6,97-1039271,21-08-2022
248,248,cde53c05-43f4-4aaa-9b7c-7a499a94ab39,05-4983398,12-08-2022
249,249,7e525d34-603a-478e-be4c-6144e7a0f240,72-2457720,04-08-2022
250,250,7c4ecff8-2ef1-42d3-8755-03a3388db8c9,62-4829318,25-08-2022
251,251,c3fe0f58-457b-4843-aa23-ee8ae58da594,03-2641281,29-08-2022
252,252,4765772c-8b74-4c84-bd4a-71290385de01,74-6192526,20-08-2022
253,253,3066733d-6459-413a-a1da-b3b164b529bd,11-9295346,05-08-2022
254,254,744e12b4-6939-45ef-8ca5-612969297c9b,91-6838638,06-08-2022
255,255,f3593883-147f-4b2f-9774-885e11f7210f,76-5949923,01-08-2022
256,256,b08edf57-6938-40c8-883e-b87e61cf4a79,32-6476646,25-08-2022
257,257,54d0f3d8-fa25-4029-a6d5-7b6326b04af9,05-4983398,08-08-2022
258,258,26e6346b-07e1-4e45-825e-cfd53de53c74,58-8806519,16-08-2022
259,259,61e7b59a-59c4-4cea-87e9-46ef1ca390a4,95-6639047,01-08-2022
260,260,bcbde1cb-4057-4f93-b449-f0618a9492fd,80-7810944,08-08-2022
261,261,bcbf85ef-d00d-4379-9231-7ebf6183600e,39-1862734,18-08-2022
262,262,1c416149-bd70-46f9-b412-d0e401148bd1,29-7219353,30-08-2022
263,263,a6d98d6d-087f-4c37-a449-bc20965734bb,05-3910890,27-08-2022
264,264,2c86163d-93b2-422d-b40e-a36760207bfe,17-8676655,04-08-2022
265,265,efa2e756-480f-425b-b02b-171d8e74e488,53-6456036,15-08-2022
266,266,d8539a93-d361-486d-934a-0d1b9a126d67,23-5634583,29-08-2022
267,267,9d014f22-9697-4409-b0e9-4cfc8b78bbd6,44-8539248,11-08-2022
268,268,f4088d6d-f865-4590-bd2a-a0708863eacc,34-3158464,11-08-2022
269,269,f455dd42-373e-4ba3-b249-91be68d30b9b,61-1054895,09-08-2022
270,270,70f15d18-5173-4619-bf6a-6d475c9b41ec,29-9068665,19-08-2022
271,271,3f2eda0e-4e8f-4c95-9936-ad653fc43e99,88-8499997,20-08-2022
272,272,3abd5b17-b138-4b87-af86-204a2863f107,42-8495764,11-08-2022
273,273,a4afa80c-071d-4b10-bc29-4dac4acd9d5f,32-5280707,08-08-2022
274,274,61dd7362-8da0-47b1-981d-7341ad5c436f,88-1843659,20-08-2022
275,275,02c65c4e-40d6-4572-9aff-9252b94972bb,03-0153800,20-08-2022
276,276,9cfa9c6d-e4ce-4d19-b177-4f730a9f2d5e,53-8502036,02-08-2022
277,277,e39377b9-553b-4d31-8772-76da4c1a844f,35-3245602,20-08-2022
278,278,5abe8cd8-0e3e-478f-9411-e9c9fbf89977,08-0694003,03-08-2022
279,279,af352fe2-9089-4c0a-ba81-116a5c68fba5,98-1151579,05-08-2022
280,280,ec59f21d-9bbe-4ac5-88bb-a30cb2da5888,10-7988777,19-08-2022
281,281,70512cac-755a-413a-8af3-f86c2465e2c2,19-4765034,07-08-2022
282,282,217bff2a-b21b-4dde-970a-37019e30f637,35-4164936,10-08-2022
283,283,c032d229-230c-4385-bac3-57131a5b679b,19-0370733,21-08-2022
284,284,50cef55b-f526-4c84-90a8-4f50e6a83a05,12-5402940,26-08-2022
285,285,a0b50327-f410-4e19-9705-4ad839e4253f,23-2470101,27-08-2022
286,286,cc6494be-4d44-4cf4-ac13-b92bf0bc0340,86-9370716,10-08-2022
287,287,b6a3ddc9-da44-4bfd-ac9e-230abbe7558b,42-3488693,14-08-2022
288,288,4fc7e78a-da09-48e6-ba08-9aa33ee8b2b9,25-5268119,02-08-2022
289,289,ba561131-8a16-429f-872d-bcedd52a4264,04-3201771,27-08-2022
290,290,62d22677-bb89-4eae-8b10-dc8985660562,51-4875583,08-08-2022
291,291,8725daa9-91fe-4882-839c-61039a52f9bd,03-9598462,11-08-2022
292,292,b44d2206-22c3-4421-9a78-d671dfc09286,53-8547859,25-08-2022
293,293,d6de13b4-473f-43dc-9dd8-a983c4fc3022,67-0102426,15-08-2022
294,294,6683b456-89d4-46c2-a760-d5a299693496,83-1498089,25-08-2022
295,295,a09c8fc3-17d2-4f5f-9c82-e6dbb2f71314,82-9295259,11-08-2022
296,296,80000e1a-ba86-4cf7-9f4c-c5aa5cb53065,56-3253104,04-08-2022
297,297,f10337b4-5d9b-4a9e-b5b0-ae3278722ade,94-4238145,29-08-2022
298,298,b4a29fd0-615b-436f-9d0f-13b3e2ba6996,74-2503637,17-08-2022
299,299,3f6738be-68a4-462c-ac32-5e283d769616,64-0004025,19-08-2022
300,300,3eccbeb8-15f3-4e34-ba39-a1e03fe8420f,90-0814705,04-08-2022
301,301,6be16c3d-68c2-40b8-a61d-332ec922fc7f,56-0202232,27-08-2022
302,302,8352e853-e4bb-404c-9429-ec80ec606d4b,59-0965845,17-08-2022
303,303,246a92bd-b3dc-4dbb-88a5-ac3ab49ceb40,03-7065010,03-08-2022
304,304,5103880b-0ec0-44ef-9bc0-58e60aeff783,44-8539248,21-08-2022
305,305,4a589597-c85b-4311-a4fb-d07e6a556468,08-1124646,25-08-2022
306,306,5de1c2d6-f55d-4aab-b053-caa5b5a7afcc,32-6476646,16-08-2022
307,307,a16ff969-4020-4d06-858b-4a08516fc0ad,31-1460605,24-08-2022
308,308,afe9b286-7ac3-45a3-be19-cbe70e40fead,42-6128401,14-08-2022
309,309,e8fe9ebd-2f49-49fc-9031-a9d1ef66f6b6,35-9973556,16-08-2022
310,310,fa5935b2-670f-46be-9eba-539c44c1d2a5,90-6830986,02-08-2022
311,311,7541c557-6661-4f4d-9377-52598b1b0235,58-0520880,22-08-2022
312,312,d8a83d1c-7cee-4d89-8f67-af384e4b967a,82-6308176,30-08-2022
313,313,52f4cf33-2149-4b10-8f37-3620a8861723,41-2069333,16-08-2022
314,314,a0ec9724-7b45-4067-bf82-b709d2e9c925,80-7810944,15-08-2022
315,315,b886a38b-0e1f-4482-aff9-8914b232dd5c,39-1862734,19-08-2022
316,316,5a2e4325-10e0-4872-9024-c0bd9a357411,23-5634583,07-08-2022
